learning_rate,batch_size,stopping_condition,inference_type,epochs,class_rate,class_rate_top2,class_rate-top3,cm_diagonal,loss_plot,ROC_curve
1e-05,10,0.1,InferenceType.MARGINAL,7,0.8737541528239202,0.9667774086378738,1.0,"[98.666666666666671, 99.130434782608702, 98.888888888888886, 65.217391304347828]",https://github.com/pronobis/deep-semantic-mapping/blob/master/deepsm/experiments/analysis/dgsm/loss-balanced_lr00001_b10_Stockholm_456-7.png,https://github.com/pronobis/deep-semantic-mapping/blob/master/deepsm/experiments/analysis/dgsm/roc-balanced_lr00001_b10_Stockholm_456-7.png
