trial_name,learning_rate,batch_size,stopping_condition,inference_type,epochs,class_rate,class_rate_top2,class_rate-top3,cm_diagonal,loss_plot,ROC_curve
balanced_lr3_b10_uc1_marginal_Stockholm_457-6,0.001,10,0.1,InferenceType.MARGINAL,7,0.8556521739130435,0.9739130434782609,0.9982608695652174,"[90.0, 99.176954732510296, 70.114942528735639, 72.571428571428569]",https://github.com/pronobis/deep-semantic-mapping/blob/master/deepsm/experiments/analysis/dgsm/loss-balanced_lr3_b10_uc1_marginal_Stockholm_457-6.png,https://github.com/pronobis/deep-semantic-mapping/blob/master/deepsm/experiments/analysis/dgsm/roc-balanced_lr3_b10_uc1_marginal_Stockholm_457-6.png
