learning_rate,batch_size,stopping_condition,inference_type,epochs,class_rate,class_rate_top2,class_rate-top3,cm_diagonal,loss_plot,ROC_curve
1e-05,10,0.1,InferenceType.MARGINAL,7,0.8330434782608696,0.9704347826086956,0.9982608695652174,"[88.571428571428569, 98.353909465020578, 64.367816091954026, 69.714285714285722]",https://github.com/pronobis/deep-semantic-mapping/blob/master/deepsm/experiments/analysis/dgsm/loss-unbalanced_lr01_b10_Stockholm_457-6.png,https://github.com/pronobis/deep-semantic-mapping/blob/master/deepsm/experiments/analysis/dgsm/roc-unbalanced_lr01_b10_Stockholm_457-6.png
